Station Number,Station Name(Kanji),Station Name(Kana),Station Name,Station Name of Snow(Kanji),Station Name of Snow(Kana),Station Name of Snow,Latitude_Precipitation(degree),Longitude_Precipitation(degree),Altitude_Precipitation(m),Height of Anemometer(m),Latitude_Snow(degree),Longitude_Snow(degree),Altitude_Snow(m),Precipitation,Wind Speed,Temperature,Sunshine Duration,Depth of Snow Cover,Humidity,Start Date,End Date,Old Station Number,Disconnection of Precipitation,Disconnection of Wind Speed,Disconnection of Temperature,Disconnection of Sunshine Duration,Disconnection of Depth of Snow Cover,Disconnection of Humidity
32596,横手,ヨコテ,YOKOTE,横手,ヨコテ,YOKOTE,39.320,140.555,59,10.0,39.320,140.555,59,1,1,1,2,1,0,2021-03-02,9999-99-99,32596,0,0,0,6,0,0
32616,にかほ,ニカホ,NIKAHO,,,,39.255,139.913,7,10.1,,,,1,1,1,2,0,1,2021-03-12,9999-99-99,32616,0,0,0,0,0,0
32626,矢島,ヤシマ,YASHIMA,矢島,ヤシマ,YASHIMA,39.235,140.137,46,10.0,39.235,140.137,46,1,1,1,2,1,0,2021-03-02,9999-99-99,32626,0,0,0,6,0,0
32681,笹子,ジネゴ,JINEGO,,,,39.103,140.293,200,,,,,1,0,0,0,0,0,1983-09-14,9999-99-99,32681,1,1,1,1,1,1
32691,湯沢,ユザワ,YUZAWA,湯沢,ユザワ,YUZAWA,39.187,140.463,74,10.0,39.187,140.463,74,1,1,1,2,1,0,2021-03-02,9999-99-99,32691,0,0,0,6,0,0
32701,東成瀬,ヒガシナルセ,HIGASHINARUSE,,,,39.178,140.648,191,,,,,1,0,0,0,0,0,2003-05-19,9999-99-99,32701,0,0,0,0,0,0
32771,湯の岱,ユノタイ,YUNOTAI,湯の岱,ユノタイ,YUNOTAI,38.960,140.528,335,6.5,38.960,140.528,335,1,1,1,2,1,0,2021-03-02,9999-99-99,32771,0,0,0,6,0,0
33006,種市,タネイチ,TANEICHI,,,,40.403,141.700,70,6.5,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,33006,0,0,0,6,0,0
33026,軽米,カルマイ,KARUMAI,,,,40.325,141.467,148,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,33026,0,0,0,6,0,0
33071,二戸,ニノヘ,NINOHE,二戸,ニノヘ,NINOHE,40.298,141.298,87,6.5,40.298,141.298,87,1,1,1,2,1,0,2021-03-02,9999-99-99,33071,0,0,0,6,0,0
33086,大野,オオノ,ONO,,,,40.282,141.667,200,,,,,1,0,0,0,0,0,1990-12-21,9999-99-99,33086,0,0,0,0,0,0
33136,山形,ヤマガタ,YAMAGATA,,,,40.148,141.572,290,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,33136,0,0,0,6,0,0
33146,久慈,クジ,KUJI,久慈,クジ,KUJI,40.168,141.748,13,9.9,40.168,141.748,13,1,1,1,2,1,1,2021-10-13,9999-99-99,33146,0,0,0,0,0,0
33166,荒屋,アラヤ,ARAYA,,,,40.103,141.050,290,10.1,,,,1,1,1,2,0,1,2021-03-18,9999-99-99,33166,0,0,0,0,0,0
33176,奥中山,オクナカヤマ,OKUNAKAYAMA,奥中山,オクナカヤマ,OKUNAKAYAMA,40.060,141.225,430,10.0,40.060,141.225,430,1,1,1,2,1,0,2021-03-02,9999-99-99,33176,0,0,0,6,0,0
33186,葛巻,クズマキ,KUZUMAKI,葛巻,クズマキ,KUZUMAKI,40.040,141.457,418,10.0,40.040,141.457,418,1,1,1,2,1,0,2021-03-02,9999-99-99,33186,0,0,0,6,0,0
33201,下戸鎖,シモトクサリ,SHIMOTOKUSARI,,,,40.083,141.712,239,,,,,1,0,0,0,0,0,1997-03-19,9999-99-99,33201,0,0,0,0,0,0
33206,普代,フダイ,FUDAI,,,,40.003,141.883,8,9.4,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,33206,0,0,0,6,0,0
33226,岩手松尾,イワテマツオ,IWATEMATSUO,岩手松尾,イワテマツオ,IWATEMATSUO,39.952,141.065,275,10.0,39.952,141.065,275,1,1,1,2,1,0,2021-03-02,9999-99-99,33226,0,0,0,6,0,0
33231,一方井,イッカタイ,IKKATAI,,,,39.973,141.167,285,,,,,1,0,0,0,0,0,2014-09-03,9999-99-99,33231,1,1,1,1,1,1
33296,好摩,コウマ,KOMA,,,,39.868,141.167,205,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,33296,0,0,0,6,0,0
33326,岩泉,イワイズミ,IWAIZUMI,岩泉,イワイズミ,IWAIZUMI,39.847,141.795,105,9.9,39.847,141.795,105,1,1,1,2,1,1,2021-10-14,9999-99-99,33326,0,0,0,0,0,0
33336,小本,オモト,OMOTO,,,,39.847,141.963,3,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,33336,0,0,0,6,0,0
33351,葛根田,カッコンダ,KAKKONDA,,,,39.777,140.945,350,,,,,1,0,0,0,0,0,1977-07-05,9999-99-99,33351,1,1,1,1,1,1
33361,滝沢,タキザワ,TAKIZAWA,,,,39.780,141.097,210,,,,,1,0,0,0,0,0,2005-10-21,9999-99-99,33361,1,1,1,1,1,1
33371,薮川,ヤブカワ,YABUKAWA,,,,39.783,141.328,680,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,33371,0,0,0,6,0,0
33421,雫石,シズクイシ,SHIZUKUISHI,雫石,シズクイシ,SHIZUKUISHI,39.697,140.975,195,8.5,39.697,140.975,195,1,1,1,2,1,0,2021-03-02,9999-99-99,33421,0,0,0,6,0,0
33431,盛岡,モリオカ,MORIOKA,盛岡,モリオカ,MORIOKA,39.698,141.165,155,15.5,39.698,141.165,155,1,1,1,1,1,1,2021-03-02,9999-99-99,33431,0,0,0,0,0,0
33441,区界,クザカイ,KUZAKAI,区界,クザカイ,KUZAKAI,39.650,141.353,734,10.0,39.650,141.353,734,1,1,1,2,1,0,2021-03-02,9999-99-99,33441,0,0,0,6,0,0
33472,宮古,ミヤコ,MIYAKO,宮古,ミヤコ,MIYAKO,39.647,141.965,43,20.3,39.647,141.965,43,1,1,1,1,1,1,2021-03-02,9999-99-99,33472,0,0,0,0,0,0
33486,沢内,サワウチ,SAWAUCHI,,,,39.548,140.843,407,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,33486,0,0,0,6,0,0
33501,紫波,シワ,SHIWA,,,,39.547,141.127,125,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,33501,0,0,0,6,0,0
33526,川井,カワイ,KAWAI,,,,39.598,141.682,192,6.5,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,33526,0,0,0,6,0,0
33566,豊沢,トヨサワ,TOYOSAWA,,,,39.480,140.968,300,,,,,1,0,0,0,0,0,1983-11-16,9999-99-99,33566,0,0,0,0,0,0
33576,花巻,ハナマキ,HANAMAKI,,,,39.428,141.135,90,10.0,,,,1,1,1,0,0,0,2017-03-08,9999-99-99,33576,0,0,0,0,0,0
33581,大迫,オオハサマ,OHASAMA,,,,39.470,141.278,150,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,33581,0,0,0,6,0,0
33596,附馬牛,ツキモウシ,TSUKIMOSHI,,,,39.457,141.507,440,,,,,1,0,0,0,0,0,2005-10-27,9999-99-99,33596,1,1,1,1,1,1
33611,大槌,オオツチ,OTSUCHI,,,,39.438,141.807,120,,,,,1,0,0,0,0,0,2000-11-17,9999-99-99,33611,1,1,1,1,1,1
33616,山田,ヤマダ,YAMADA,,,,39.450,141.957,24,6.5,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,33616,0,0,0,6,0,0
33631,湯田,ユダ,YUDA,湯田,ユダ,YUDA,39.310,140.777,250,9.9,39.310,140.777,250,1,1,1,2,1,1,2021-10-06,9999-99-99,33631,0,0,0,0,0,0
33671,遠野,トオノ,TOONO,遠野,トオノ,TOONO,39.338,141.543,275,10.1,39.338,141.543,275,1,1,1,2,1,1,2021-03-17,9999-99-99,33671,0,0,0,0,0,0
33711,金ヶ崎,カネガサキ,KANEGASAKI,,,,39.225,141.015,170,,,,,1,0,0,0,0,0,2005-10-19,9999-99-99,33711,1,1,1,1,1,1
33716,北上,キタカミ,KITAKAMI,北上,キタカミ,KITAKAMI,39.288,141.110,61,6.5,39.288,141.110,61,1,1,1,2,1,0,2021-03-02,9999-99-99,33716,0,0,0,6,0,0
33726,米里,ヨネサト,YONESATO,,,,39.233,141.310,170,,,,,1,0,0,0,0,0,2011-11-25,9999-99-99,33726,0,0,0,0,0,0
33751,釜石,カマイシ,KAMAISHI,,,,39.270,141.878,5,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,33751,0,0,0,6,0,0
33776,若柳,ワカヤナギ,WAKAYANAGI,,,,39.140,141.063,97,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,33776,0,0,0,6,0,0
33781,江刺,エサシ,ESASHI,,,,39.183,141.162,42,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,33781,0,0,0,6,0,0
33801,住田,スミタ,SUMITA,,,,39.142,141.573,80,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,33801,0,0,0,6,0,0
33831,祭畤,マツルベ,MATSURUBE,祭畤,マツルベ,MATSURUBE,39.012,140.865,350,,39.012,140.865,350,1,0,0,0,1,0,1983-09-30,9999-99-99,33831,0,0,0,0,0,0
33841,衣川,コロモガワ,KOROMOGAWA,,,,39.050,141.045,75,,,,,1,0,0,0,0,0,2007-02-14,9999-99-99,33841,0,0,0,0,0,0
33856,大東,ダイトウ,DAITO,,,,39.038,141.297,140,,,,,1,0,0,0,0,0,2005-10-18,9999-99-99,33856,1,1,1,1,1,1
33877,大船渡,オオフナト,OFUNATO,大船渡,オオフナト,OFUNATO,39.063,141.713,37,22.2,39.063,141.713,37,1,1,1,1,1,1,2021-03-02,9999-99-99,33877,0,0,0,0,0,0
33911,一関,イチノセキ,ICHINOSEKI,一関,イチノセキ,ICHINOSEKI,38.933,141.125,32,10.1,38.933,141.125,32,1,1,1,2,1,1,2021-03-16,9999-99-99,33911,0,0,0,0,0,0
33921,千厩,センマヤ,SEMMAYA,,,,38.922,141.330,120,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,33921,0,0,0,6,0,0
34012,駒ノ湯,コマノユ,KOMANOYU,駒ノ湯,コマノユ,KOMANOYU,38.913,140.828,525,6.5,38.913,140.828,525,1,1,1,2,1,0,2021-03-02,9999-99-99,34012,0,0,0,6,0,0
34026,気仙沼,ケセンヌマ,KESENNUMA,,,,38.907,141.557,62,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,34026,0,0,0,6,0,0
34056,鴬沢,ウグイスザワ,UGUISUZAWA,,,,38.805,140.948,33,,,,,1,0,0,0,0,0,2001-09-27,9999-99-99,34056,1,1,1,1,1,1
34096,川渡,カワタビ,KAWATABI,川渡,カワタビ,KAWATABI,38.743,140.760,170,10.0,38.743,140.760,170,1,1,1,2,1,0,2021-03-02,9999-99-99,34096,0,0,0,6,0,0
34111,築館,ツキダテ,TSUKIDATE,,,,38.735,141.005,25,6.6,,,,1,1,1,2,0,1,2021-03-15,9999-99-99,34111,0,0,0,0,0,0
34171,米山,ヨネヤマ,YONEYAMA,,,,38.627,141.188,5,6.5,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,34171,0,0,0,6,0,0
34186,志津川,シヅガワ,SHIZUGAWA,,,,38.682,141.448,39,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,34186,0,0,0,6,0,0
34206,加美,カミ,KAMI,,,,38.572,140.727,195,,,,,1,0,0,0,0,0,2005-10-21,9999-99-99,34206,1,1,1,1,1,1
34216,古川,フルカワ,FURUKAWA,古川,フルカワ,FURUKAWA,38.598,140.912,28,6.6,38.598,140.912,28,1,1,1,2,1,1,2021-03-19,9999-99-99,34216,0,0,0,0,0,0
34241,雄勝,オガツ,OGATSU,,,,38.520,141.465,24,,,,,1,0,0,0,0,0,2017-12-20,9999-99-99,34241,0,0,0,0,0,0
34262,泉ケ岳,イズミガダケ,IZUMIGADAKE,,,,38.407,140.722,630,,,,,1,0,0,0,0,0,2005-10-26,9999-99-99,34262,1,1,1,1,1,1
34266,大衡,オオヒラ,OHIRA,,,,38.473,140.888,57,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,34266,0,0,0,6,0,0
34276,鹿島台,カシマダイ,KASHIMADAI,,,,38.460,141.092,3,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,34276,0,0,0,6,0,0
34292,石巻,イシノマキ,ISHINOMAKI,石巻,イシノマキ,ISHINOMAKI,38.427,141.298,43,28.6,38.427,141.298,43,1,1,1,1,1,1,2021-03-02,9999-99-99,34292,0,0,0,0,0,0
34296,女川,オナガワ,ONAGAWA,,,,38.447,141.450,38,10.0,,,,1,1,1,2,0,0,2021-03-22,9999-99-99,34296,0,0,0,7,0,0
34311,新川,ニッカワ,NIKKAWA,新川,ニッカワ,NIKKAWA,38.303,140.637,265,10.1,38.303,140.637,265,1,1,1,2,1,1,2021-03-18,9999-99-99,34311,0,0,0,0,0,0
34331,塩釜,シオガマ,SHIOGAMA,,,,38.338,141.013,105,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,34331,0,0,0,6,0,0
34392,仙台,センダイ,SENDAI,仙台,センダイ,SENDAI,38.262,140.897,39,52.6,38.262,140.897,39,1,1,1,1,1,1,2021-03-02,9999-99-99,34392,0,0,0,0,0,0
34436,名取,ナトリ,NATORI,名取,ナトリ,NATORI,38.138,140.917,2,9.9,38.138,140.917,2,1,1,1,0,1,0,2022-03-16,9999-99-99,34436,0,0,0,0,0,0
34461,白石,シロイシ,SHIROISHI,白石,シロイシ,SHIROISHI,38.015,140.612,86,10.1,38.015,140.612,86,1,1,1,2,1,1,2021-03-16,9999-99-99,34461,0,0,0,0,0,0
34462,蔵王,ザオウ,ZAO,,,,38.127,140.680,112,6.6,,,,1,1,1,2,0,1,2021-03-17,9999-99-99,34462,0,0,0,0,0,0
34471,亘理,ワタリ,WATARI,,,,38.025,140.858,4,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,34471,0,0,0,6,0,0
34506,丸森,マルモリ,MARUMORI,,,,37.932,140.778,18,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,34506,0,0,0,6,0,0
34526,筆甫,ヒッポ,HIPPO,,,,37.827,140.728,305,,,,,1,0,0,0,0,0,1978-11-11,9999-99-99,34526,1,1,1,1,1,1
35002,飛島,トビシマ,TOBISHIMA,,,,39.183,139.543,58,20.4,,,,1,1,1,2,0,1,2021-09-01,9999-99-99,35002,0,0,0,0,0,0
35052,酒田,サカタ,SAKATA,酒田,サカタ,SAKATA,38.908,139.843,3,26.6,38.908,139.843,3,1,1,1,1,1,1,2021-03-02,9999-99-99,35052,0,0,0,0,0,0
35056,酒田大沢,サカタオオサワ,SAKATAOSAWA,,,,38.965,139.998,65,,,,,1,0,0,0,0,0,2017-12-20,9999-99-99,35056,1,1,1,1,1,1
35071,差首鍋,サスナベ,SASUNABE,,,,38.918,140.200,88,9.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,35071,0,0,0,6,0,0
35086,浜中,ハマナカ,HAMANAKA,,,,38.812,139.787,22,10.0,,,,1,1,1,0,0,0,2009-01-30,9999-99-99,35086,0,4,4,0,0,0
35116,金山,カネヤマ,KANEYAMA,金山,カネヤマ,KANEYAMA,38.878,140.332,170,10.0,38.878,140.332,170,1,1,1,2,1,0,2021-03-02,9999-99-99,35116,0,0,0,6,0,0
35141,鶴岡,ツルオカ,TSURUOKA,,,,38.735,139.828,16,10.1,,,,1,1,1,2,0,1,2021-03-22,9999-99-99,35141,0,0,0,0,0,0
35146,狩川,カリカワ,KARIKAWA,狩川,カリカワ,KARIKAWA,38.800,139.973,17,10.0,38.800,139.973,17,1,1,1,2,1,0,2021-03-02,9999-99-99,35146,0,0,0,6,0,0
35162,新庄,シンジョウ,SHINJO,新庄,シンジョウ,SHINJO,38.757,140.312,105,31.6,38.757,140.312,105,1,1,1,1,1,1,2021-03-02,9999-99-99,35162,0,0,0,0,0,0
35171,瀬見,セミ,SEMI,,,,38.755,140.413,150,,,,,1,0,0,0,0,0,1974-11-01,9999-99-99,35171,1,1,1,1,1,1
35176,向町,ムカイマチ,MUKAIMACHI,向町,ムカイマチ,MUKAIMACHI,38.758,140.517,212,10.0,38.758,140.517,212,1,1,1,2,1,0,2021-03-02,9999-99-99,35176,0,0,0,6,0,0
35201,櫛引,クシビキ,KUSHIBIKI,櫛引,クシビキ,KUSHIBIKI,38.672,139.848,33,,38.672,139.848,33,1,0,0,0,1,0,1982-10-31,9999-99-99,35201,0,0,0,0,0,0
35216,肘折,ヒジオリ,HIJIORI,肘折,ヒジオリ,HIJIORI,38.607,140.163,330,8.5,38.607,140.163,330,1,1,1,2,1,0,2021-03-02,9999-99-99,35216,0,0,0,6,0,0
35231,尾花沢,オバナザワ,OBANAZAWA,尾花沢,オバナザワ,OBANAZAWA,38.608,140.412,106,8.9,38.608,140.412,106,1,1,1,2,1,1,2021-09-13,9999-99-99,35231,0,0,0,0,0,0
35246,鼠ケ関,ネズガセキ,NEZUGASEKI,,,,38.567,139.552,18,10.2,,,,1,1,1,2,0,1,2021-03-23,9999-99-99,35246,0,0,0,0,0,0
35256,荒沢,アラサワ,ARASAWA,,,,38.508,139.782,272,,,,,1,0,0,0,0,0,1979-04-11,9999-99-99,35256,1,1,1,1,1,1
35332,村山,ムラヤマ,MURAYAMA,,,,38.460,140.348,80,6.7,,,,1,1,1,2,0,1,2021-03-24,9999-99-99,35332,0,0,0,0,0,0
35334,東根,ヒガシネ,HIGASHINE,,,,38.412,140.370,105,10.0,,,,1,1,1,0,0,0,2017-11-09,9999-99-99,35334,0,0,0,0,0,0
35361,大井沢,オオイサワ,OISAWA,大井沢,オオイサワ,OISAWA,38.390,139.993,440,10.0,38.390,139.993,440,1,1,1,2,1,0,2021-03-02,9999-99-99,35361,0,0,0,6,0,0
35376,左沢,アテラザワ,ATERAZAWA,左沢,アテラザワ,ATERAZAWA,38.370,140.192,133,6.5,38.370,140.192,133,1,1,1,2,1,0,2021-03-02,9999-99-99,35376,0,0,0,6,0,0
35426,山形,ヤマガタ,YAMAGATA,山形,ヤマガタ,YAMAGATA,38.255,140.345,153,14.9,38.255,140.345,153,1,1,1,1,1,1,2021-03-02,9999-99-99,35426,0,0,0,0,0,0
35456,長井,ナガイ,NAGAI,長井,ナガイ,NAGAI,38.105,140.015,210,9.0,38.105,140.015,210,1,1,1,2,1,0,2021-03-02,9999-99-99,35456,0,0,0,6,0,0
35466,上山中山,カミノヤマナカヤマ,KAMINOYAMANAKAYAMA,,,,38.117,140.213,270,,,,,1,0,0,0,0,0,2005-10-25,9999-99-99,35466,1,1,1,1,1,1
35486,小国,オグニ,OGUNI,小国,オグニ,OGUNI,38.078,139.735,140,10.0,38.078,139.735,140,1,1,1,2,1,0,2021-03-02,9999-99-99,35486,0,0,0,6,0,0
35511,高畠,タカハタ,TAKAHATA,,,,38.003,140.207,220,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,35511,0,0,0,6,0,0
35537,中津川,ナカツガワ,NAKATSUGAWA,,,,37.910,139.843,390,,,,,1,0,0,0,0,0,1981-06-30,9999-99-99,35537,1,1,1,1,1,1
35541,高峰,タカミネ,TAKAMINE,,,,37.990,139.953,260,10.0,,,,1,1,1,2,0,0,2021-11-19,9999-99-99,35541,0,0,0,0,0,0
35552,米沢,ヨネザワ,YONEZAWA,米沢,ヨネザワ,YONEZAWA,37.912,140.143,245,9.3,37.912,140.143,245,1,1,1,2,1,1,2021-09-14,9999-99-99,35552,0,0,0,0,0,0
36056,茂庭,モニワ,MONIWA,茂庭,モニワ,MONIWA,37.892,140.437,200,6.5,37.892,140.437,200,1,1,1,2,1,0,2021-03-02,9999-99-99,36056,0,0,0,6,0,0
36066,梁川,ヤナガワ,YANAGAWA,,,,37.852,140.588,43,9.4,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,36066,0,0,0,6,0,0
36106,桧原,ヒバラ,HIBARA,,,,37.722,140.058,824,9.4,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,36106,0,0,0,6,0,0
36127,福島,フクシマ,FUKUSHIMA,福島,フクシマ,FUKUSHIMA,37.758,140.470,67,12.0,37.758,140.470,67,1,1,1,1,1,1,2021-03-18,9999-99-99,36126,0,1,0,0,0,0
36151,相馬,ソウマ,SOMA,,,,37.783,140.925,9,6.5,,,,1,1,1,2,0,1,2021-03-11,9999-99-99,36151,0,0,0,0,0,0
36176,喜多方,キタカタ,KITAKATA,,,,37.658,139.863,212,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,36176,0,0,0,6,0,0
36196,鷲倉,ワシクラ,WASHIKURA,,,,37.668,140.260,1220,6.5,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,36196,0,0,0,6,0,0
36221,飯舘,イイタテ,IITATE,,,,37.665,140.727,463,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,36221,0,0,0,6,0,0
36231,原町,ハラマチ,HARAMACHI,,,,37.638,140.983,17,,,,,1,0,0,0,0,0,2014-03-25,9999-99-99,36231,0,0,0,0,0,0
36251,西会津,ニシアイヅ,NISHIAIZU,西会津,ニシアイヅ,NISHIAIZU,37.588,139.657,165,10.0,37.588,139.657,165,1,1,1,2,1,0,2021-03-02,9999-99-99,36251,0,0,0,6,0,0
36276,猪苗代,イナワシロ,INAWASHIRO,猪苗代,イナワシロ,INAWASHIRO,37.552,140.108,519,9.9,37.552,140.108,519,1,1,1,2,1,1,2021-09-15,9999-99-99,36276,0,0,0,0,0,0
36291,二本松,ニホンマツ,NIHOMMATSU,,,,37.583,140.430,235,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,36291,0,0,0,6,0,0
36307,津島,ツシマ,TSUSHIMA,,,,37.560,140.753,400,,,,,1,0,0,0,0,0,1977-03-23,9999-99-99,36307,1,1,1,1,1,1
36342,金山,カネヤマ,KANEYAMA,金山,カネヤマ,KANEYAMA,37.473,139.528,296,10.0,37.473,139.528,296,1,1,1,2,1,0,2021-03-02,9999-99-99,36342,0,0,0,6,0,0
36361,若松,ワカマツ,WAKAMATSU,若松,ワカマツ,WAKAMATSU,37.488,139.910,212,19.1,37.488,139.910,212,1,1,1,1,1,1,2021-03-02,9999-99-99,36361,0,0,0,0,0,0
36391,船引,フネヒキ,FUNEHIKI,,,,37.435,140.577,421,6.5,,,,1,1,1,2,0,1,2021-03-12,9999-99-99,36391,0,0,0,0,0,0
36411,浪江,ナミエ,NAMIE,,,,37.492,140.965,43,10.0,,,,1,1,1,2,0,0,2022-07-01,9999-99-99,36411,0,0,0,0,0,0
36426,只見,タダミ,TADAMI,只見,タダミ,TADAMI,37.343,139.313,377,10.5,37.343,139.313,377,1,1,1,2,1,0,2021-03-02,9999-99-99,36426,0,0,0,6,0,0
36461,湖南,コナン,KONAN,,,,37.388,140.090,536,,,,,1,0,0,0,0,0,1982-06-18,9999-99-99,36461,1,1,1,1,1,1
36476,郡山,コオリヤマ,KOORIYAMA,,,,37.368,140.330,249,6.4,,,,1,1,1,2,0,1,2021-10-20,9999-99-99,36476,0,0,0,0,0,0
36501,川内,カワウチ,KAWAUCHI,,,,37.337,140.808,410,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,36501,0,0,0,6,0,0
36511,富岡,トミオカ,TOMIOKA,,,,37.347,141.017,50,,,,,1,0,0,0,0,0,1974-11-01,9999-99-99,36511,1,1,1,1,1,1
36536,南郷,ナンゴウ,NANGO,南郷,ナンゴウ,NANGO,37.265,139.537,494,7.9,37.265,139.537,494,1,1,1,2,1,1,2021-09-16,9999-99-99,36536,0,0,0,0,0,0
36562,湯本,ユモト,YUMOTO,湯本,ユモト,YUMOTO,37.277,140.063,646,9.9,37.277,140.063,646,1,1,1,2,1,0,2021-03-02,9999-99-99,36562,0,0,0,6,0,0
36571,長沼,ナガヌマ,NAGANUMA,,,,37.288,140.218,317,,,,,1,0,0,0,0,0,1978-08-08,9999-99-99,36571,1,1,1,1,1,1
36581,玉川,タマカワ,TAMAKAWA,玉川,タマカワ,TAMAKAWA,37.227,140.427,372,10.0,37.227,140.427,372,1,1,1,0,1,0,2021-11-30,9999-99-99,36581,0,0,0,0,0,0
36591,小野新町,オノニイマチ,ONONIIMACHI,,,,37.287,140.625,433,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,36591,0,0,0,6,0,0
36597,川前,カワマエ,KAWAMAE,,,,37.247,140.723,492,,,,,1,0,0,0,0,0,2014-12-03,9999-99-99,36597,1,1,1,1,1,1
36611,広野,ヒロノ,HIRONO,,,,37.233,141.000,43,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,36611,0,0,0,6,0,0
36641,田島,タジマ,TAJIMA,田島,タジマ,TAJIMA,37.207,139.795,544,10.0,37.207,139.795,544,1,1,1,2,1,0,2021-03-02,9999-99-99,36641,0,0,0,6,0,0
36667,白河,シラカワ,SHIRAKAWA,白河,シラカワ,SHIRAKAWA,37.132,140.215,355,45.3,37.132,140.215,355,1,1,1,1,1,1,2021-03-02,9999-99-99,36667,0,0,0,0,0,0
36676,石川,イシカワ,ISHIKAWA,,,,37.147,140.460,290,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,36676,0,0,0,6,0,0
36716,桧枝岐,ヒノエマタ,HINOEMATA,桧枝岐,ヒノエマタ,HINOEMATA,37.010,139.375,973,10.0,37.010,139.375,973,1,1,1,2,1,0,2021-03-02,9999-99-99,36716,0,0,0,6,0,0
36726,舘岩,タテイワ,TATEIWA,,,,37.092,139.532,690,,,,,1,0,0,0,0,0,1978-08-09,9999-99-99,36726,1,1,1,1,1,1
36781,平,タイラ,TAIRA,,,,37.065,140.877,12,,,,,1,0,0,0,0,0,1974-11-01,9999-99-99,36781,1,1,1,1,1,1
36821,東白川,ヒガシシラカワ,HIGASHISHIRAKAWA,,,,36.938,140.408,183,6.4,,,,1,1,1,2,0,1,2021-10-21,9999-99-99,36821,0,0,0,0,0,0
36836,山田,ヤマダ,YAMADA,,,,36.933,140.733,25,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,36836,0,0,0,6,0,0
36846,小名浜,オナハマ,ONAHAMA,,,,36.947,140.903,3,20.0,,,,1,1,1,1,0,1,2021-03-02,9999-99-99,36846,0,0,0,0,0,0
40041,花園,ハナゾノ,HANAZONO,,,,36.868,140.637,370,,,,,1,0,0,0,0,0,1974-11-01,9999-99-99,40041,1,1,1,1,1,1
40046,北茨城,キタイバラキ,KITAIBARAKI,,,,36.833,140.772,5,9.9,,,,1,1,1,2,0,1,2021-11-17,9999-99-99,40046,0,0,0,0,0,0
40061,大子,ダイゴ,DAIGO,,,,36.778,140.345,120,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,40061,0,0,0,6,0,0
40066,徳田,トクダ,TOKUDA,,,,36.778,140.482,270,,,,,1,0,0,0,0,0,1977-07-15,9999-99-99,40066,1,1,1,1,1,1
40076,大能,オオノウ,ONO,,,,36.743,140.593,395,,,,,1,0,0,0,0,0,2012-03-22,9999-99-99,40076,0,0,0,0,0,0
40091,常陸大宮,ヒタチオオミヤ,HITACHIOMIYA,,,,36.607,140.325,95,6.5,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,40091,0,0,0,6,0,0
40126,中野,ナカノ,NAKANO,,,,36.515,140.473,17,,,,,1,0,0,0,0,0,2010-03-15,9999-99-99,40126,0,0,0,0,0,0
40136,日立,ヒタチ,HITACHI,,,,36.580,140.645,34,10.0,,,,1,1,1,2,0,0,2021-03-02,9999-99-99,40136,0,0,0,6,0,0
